,Hotel,Resort name,Price,Country
34,HEMUS 3 *Classic Room,СофияSOFIA INCСофия,859,Болгария
35,BANKYA PALACE 4 *Deluxe Double Room,БанкяBALNEOLOGYСофия,860,Болгария
36,SLAVYANSKA BESEDA 3 *Standard,СофияSOFIA INCСофия,862,Болгария
37,SELECT SPA HOTEL 4 *Standard,ВелинградBALNEOLOGYСофия,862,Болгария
38,SLAVYANSKA BESEDA 3 *Economy Room,СофияSOFIA INCСофия,872,Болгария
39,SLAVYANSKA BESEDA 3 *Economy Room,СофияSOFIA INCСофия,878,Болгария
40,SLAVYANSKA BESEDA 3 *Economy Room,СофияSOFIA INCСофия,878,Болгария
41,SLAVYANSKA BESEDA 3 *Economy Room,СофияSOFIA INCСофия,880,Болгария
42,HEMUS 3 *Small Apartment,СофияSOFIA INCСофия,880,Болгария
43,HEMUS 3 *Standard,СофияSOFIA INCСофия,881,Болгария
44,SLAVYANSKA BESEDA 3 *Standard,СофияSOFIA INCСофия,881,Болгария
45,RILA HOTEL 3 *Standard DBL Room,СофияSOFIA INCСофия,881,Болгария
46,SVETI NIKOLA SPA 4 *Standard,СанданскиBALNEOLOGYСофия,883,Болгария
47,SLAVYANSKA BESEDA 3 *Economy Room,СофияSOFIA INCСофия,884,Болгария
48,RILA HOTEL 3 *Apartment,СофияSOFIA INCСофия,887,Болгария
49,BANKYA PALACE 4 *Deluxe Double Room,БанкяBALNEOLOGYСофия,896,Болгария
50,HEMUS 3 *Classic Room,СофияSOFIA INCСофия,899,Болгария
51,SLAVYANSKA BESEDA 3 *Standard,СофияSOFIA INCСофия,902,Болгария
52,SLAVYANSKA BESEDA 3 *Economy Room,СофияSOFIA INCСофия,902,Болгария
53,SLAVYANSKA BESEDA 3 *Economy Room,СофияSOFIA INCСофия,904,Болгария
54,GLORIA HOTEL 3 *Standard,Св. Константин и ЕленаBULGARIA SEA RESTВарна Регулярные рейсы,906,Болгария
55,HEMUS 3 *Standard,СофияSOFIA INCСофия,911,Болгария
56,SLAVYANSKA BESEDA 3 *Standard,СофияSOFIA INCСофия,911,Болгария
57,RILA HOTEL 3 *Apartment,СофияSOFIA INCСофия,917,Болгария
58,GLORIA HOTEL 3 *Standard,Св. Константин и ЕленаBULGARIA SEA RESTВарна Регулярные рейсы,919,Болгария
59,SLAVYANSKA BESEDA 3 *Economy Room,СофияSOFIA INCСофия,920,Болгария
60,HEMUS 3 *Small Apartment,СофияSOFIA INCСофия,920,Болгария
61,ZLATEN ROG 3 *Standard,Золотые пескиBULGARIA SEA RESTВарна Регулярные рейсы,924,Болгария
62,ZLATEN ROG 3 *Standard,Золотые пескиBULGARIA SEA RESTВарна Регулярные рейсы,928,Болгария
63,HEMUS 3 *Classic Room,СофияSOFIA INCСофия,929,Болгария
64,BANKYA PALACE 4 *Deluxe Double Room,БанкяBALNEOLOGYСофия,932,Болгария
65,SLAVYANSKA BESEDA 3 *Standard,СофияSOFIA INCСофия,932,Болгария
66,MALINA 2 *Standard,Золотые пескиBULGARIA SEA RESTВарна Регулярные рейсы,944,Болгария
67,ZLATEN ROG 3 *Standard,Золотые пескиBULGARIA SEA RESTВарна Регулярные рейсы,945,Болгария
68,GLORIA HOTEL 3 *Standard,Св. Константин и ЕленаBULGARIA SEA RESTВарна Регулярные рейсы,947,Болгария
69,HEMUS 3 *Small Apartment,СофияSOFIA INCСофия,950,Болгария
70,SLAVYANSKA BESEDA 3 *Economy Room,СофияSOFIA INCСофия,950,Болгария
71,SLAVYANSKA BESEDA 3 *Economy Room,СофияSOFIA INCСофия,954,Болгария
72,ZLATEN ROG 3 *Standard,Золотые пескиBULGARIA SEA RESTВарна Регулярные рейсы,956,Болгария
73,RILA HOTEL 3 *Standard DBL Room,СофияSOFIA INCСофия,957,Болгария
74,MALINA 2 *Large Double Room,Золотые пескиBULGARIA SEA RESTВарна Регулярные рейсы,959,Болгария
75,GLORIA HOTEL 3 *Standard,Св. Константин и ЕленаBULGARIA SEA RESTВарна Регулярные рейсы,959,Болгария
76,GLORIA HOTEL 3 *Standard,Св. Константин и ЕленаBULGARIA SEA RESTВарна Регулярные рейсы,960,Болгария
77,ORPHEUS DEVIN 5 *Standard,ДевинBALNEOLOGYСофия,962,Болгария
78,DEVIN SPA HOTEL 4 *Standard,ДевинBALNEOLOGYСофия,962,Болгария
79,SLAVYANSKA BESEDA 3 *Economy Room,СофияSOFIA INCСофия,964,Болгария
80,MALINA 2 *Apartment,Золотые пескиBULGARIA SEA RESTВарна Регулярные рейсы,966,Болгария
81,ZLATEN ROG 3 *Standard,Золотые пескиBULGARIA SEA RESTВарна Регулярные рейсы,966,Болгария
82,ZLATEN ROG 3 *Standard,Золотые пескиBULGARIA SEA RESTВарна Регулярные рейсы,966,Болгария
83,PANCHO 2 *Standard,КраневоBULGARIA SEA RESTВарна Регулярные рейсы,966,Болгария
84,ZLATEN ROG 3 *Standard,Золотые пескиBULGARIA SEA RESTВарна Регулярные рейсы,968,Болгария
85,RILA HOTEL 3 *Standard DBL Room,СофияSOFIA INCСофия,968,Болгария
86,HOLIDAY SPA HOTEL 4 *Standard Twin,ВелинградBALNEOLOGYСофия,968,Болгария
87,HOLIDAY SPA HOTEL 4 *Deluxe Double Room,ВелинградBALNEOLOGYСофия,974,Болгария
88,VEZHEN 3 *Standard,Золотые пескиBULGARIA SEA RESTВарна Регулярные рейсы,975,Болгария
89,SLAVYANSKA BESEDA 3 *Economy Room,СофияSOFIA INCСофия,978,Болгария
90,ZLATEN ROG 3 *Standard,Золотые пескиBULGARIA SEA RESTВарна Регулярные рейсы,978,Болгария
91,ORPHEUS DEVIN 5 *Standard Room Balneo Package,ДевинBALNEOLOGYСофия,980,Болгария
92,MALINA 2 *Standard,Золотые пескиBULGARIA SEA RESTВарна Регулярные рейсы,984,Болгария
93,ZLATEN ROG 3 *Standard,Золотые пескиBULGARIA SEA RESTВарна Регулярные рейсы,984,Болгария
94,SLAVYANSKA BESEDA 3 *Standard,СофияSOFIA INCСофия,987,Болгария
95,HEMUS 3 *Standard,СофияSOFIA INCСофия,987,Болгария
96,ZLATEN ROG 3 *Standard,Золотые пескиBULGARIA SEA RESTВарна Регулярные рейсы,987,Болгария
97,SELECT SPA HOTEL 4 *Standard,ВелинградBALNEOLOGYСофия,988,Болгария
98,SLAVYANSKA BESEDA 3 *Economy Room,СофияSOFIA INCСофия,992,Болгария
99,RILA HOTEL 3 *Apartment,СофияSOFIA INCСофия,993,Болгария
0,GOLDEN PARK HOTEL BUDAPEST 4 *DBL,БудапештBUDAPESTБудапешт,896,Венгрия
1,KING'S HOTEL 3 *DBL,БудапештBUDAPESTБудапешт,896,Венгрия
2,MEDOSZ HOTEL 3 *DBL Comfort,БудапештBUDAPESTБудапешт,908,Венгрия
3,TRIPLE M HOTEL 3 *DBL Standard,БудапештBUDAPESTБудапешт,908,Венгрия
4,HUNGUEST HOTEL NAGYERDO 3 *Classic,ДебреценBUDAPESTБудапешт,916,Венгрия
5,KING'S HOTEL 3 *DBL,БудапештBUDAPESTБудапешт,920,Венгрия
6,GOLDEN PARK HOTEL BUDAPEST 4 *DBL,БудапештBUDAPESTБудапешт,920,Венгрия
7,1000 HOME APARTMENTS AptsAPT,ХевизBUDAPESTБудапешт,922,Венгрия
8,MERCURE BUDA HOTEL 4 *DBL Standard,БудапештBUDAPESTБудапешт,934,Венгрия
9,GOLDEN PARK HOTEL BUDAPEST 4 *DBL,БудапештBUDAPESTБудапешт,938,Венгрия
10,HUNGUEST HOTEL NAGYERDO 3 *Classic,ДебреценBUDAPESTБудапешт,940,Венгрия
11,1000 HOME APARTMENTS AptsAPT,ХевизBUDAPESTБудапешт,946,Венгрия
12,GOLDEN PARK HOTEL BUDAPEST 4 *TRPL,БудапештBUDAPESTБудапешт,950,Венгрия
13,IBIS CITY BUDAPEST 3 *DBL,БудапештBUDAPESTБудапешт,950,Венгрия
14,IBIS HEROES SQUARE BUDAPEST 3 *DBL,БудапештBUDAPESTБудапешт,950,Венгрия
15,KING'S HOTEL 3 *DBL,БудапештBUDAPESTБудапешт,959,Венгрия
16,GOLDEN PARK HOTEL BUDAPEST 4 *DBL,БудапештBUDAPESTБудапешт,966,Венгрия
17,IBIS CITY BUDAPEST 3 *DBL,БудапештBUDAPESTБудапешт,974,Венгрия
18,GOLDEN PARK HOTEL BUDAPEST 4 *TRPL,БудапештBUDAPESTБудапешт,974,Венгрия
19,IBIS HEROES SQUARE BUDAPEST 3 *DBL,БудапештBUDAPESTБудапешт,974,Венгрия
20,HUNGUEST HOTEL NAGYERDO 3 *Classic,ДебреценBUDAPESTБудапешт,975,Венгрия
21,MEDOSZ HOTEL 3 *DBL Comfort,БудапештBUDAPESTБудапешт,980,Венгрия
22,MEDOSZ HOTEL 3 *DBL Comfort,БудапештBUDAPESTБудапешт,981,Венгрия
23,1000 HOME APARTMENTS AptsAPT,ХевизBUDAPESTБудапешт,982,Венгрия
24,IBIS STYLES BUDAPEST CENTER 3* SuperiorDBL,БудапештBUDAPESTБудапешт,986,Венгрия
25,GOLDEN PARK HOTEL BUDAPEST 4 *TRPL,БудапештBUDAPESTБудапешт,987,Венгрия
26,SANTE HOTEL 3 *DBL,ХевизBUDAPESTБудапешт,988,Венгрия
27,KING'S HOTEL 3 *DBL,БудапештBUDAPESTБудапешт,990,Венгрия
28,GOLDEN PARK HOTEL BUDAPEST 4 *DBL,БудапештBUDAPESTБудапешт,992,Венгрия
29,BENCZUR HOTEL 3* SuperiorDBL Eco,БудапештBUDAPESTБудапешт,995,Венгрия
30,MERCURE BUDA HOTEL 4 *DBL Standard,БудапештBUDAPESTБудапешт,998,Венгрия
31,HUNGUEST HOTEL NAGYERDO 3 *Classic,ДебреценBUDAPESTБудапешт,1 002,Венгрия
32,KING'S HOTEL 3 *DBL,БудапештBUDAPESTБудапешт,1 002,Венгрия
33,GOLDEN PARK HOTEL BUDAPEST 4 *DBL,БудапештBUDAPESTБудапешт,1 002,Венгрия
34,HUNGUEST HOTEL NAGYERDO 3 *Standard,ДебреценBUDAPESTБудапешт,1 006,Венгрия
35,1000 HOME APARTMENTS AptsAPT,ХевизBUDAPESTБудапешт,1 010,Венгрия
36,MERCURE BUDA HOTEL 4 *DBL Standard,БудапештBUDAPESTБудапешт,1 010,Венгрия
37,IBIS STYLES BUDAPEST CENTER 3* SuperiorDBL,БудапештBUDAPESTБудапешт,1 010,Венгрия
38,TRIPLE M HOTEL 3 *DBL Standard,БудапештBUDAPESTБудапешт,1 011,Венгрия
39,SANTE HOTEL 3 *DBL,ХевизBUDAPESTБудапешт,1 012,Венгрия
40,KING'S HOTEL 3 *DBL,БудапештBUDAPESTБудапешт,1 016,Венгрия
41,GOLDEN PARK HOTEL BUDAPEST 4 *TRPL,БудапештBUDAPESTБудапешт,1 022,Венгрия
42,IBIS HEROES SQUARE BUDAPEST 3 *DBL,БудапештBUDAPESTБудапешт,1 022,Венгрия
43,IBIS CENTRUM BUDAPEST 3 *DBL,БудапештBUDAPESTБудапешт,1 022,Венгрия
44,MEDOSZ HOTEL 3 *DBL Comfort,БудапештBUDAPESTБудапешт,1 022,Венгрия
45,IBIS CITY BUDAPEST 3 *DBL,БудапештBUDAPESTБудапешт,1 022,Венгрия
46,GOLDEN PARK HOTEL BUDAPEST 4 *DBL,БудапештBUDAPESTБудапешт,1 022,Венгрия
47,HUNGUEST HOTEL NAGYERDO 3 *Classic,ДебреценBUDAPESTБудапешт,1 022,Венгрия
48,HOFORRAS HOTEL 3 *DBL Standard,ХайдусобослоBUDAPESTБудапешт,1 024,Венгрия
49,GOLDEN PARK HOTEL BUDAPEST 4 *DBL,БудапештBUDAPESTБудапешт,1 024,Венгрия
50,GOLDEN PARK HOTEL BUDAPEST 4 *DBL,БудапештBUDAPESTБудапешт,1 026,Венгрия
51,1000 HOME APARTMENTS AptsAPT,ХевизBUDAPESTБудапешт,1 028,Венгрия
52,HUNGUEST HOTEL NAGYERDO 3 *Classic,ДебреценBUDAPESTБудапешт,1 028,Венгрия
53,MAJERIK HOTEL (HEVIZ) 3 *DBL Standard,ХевизBUDAPESTБудапешт,1 030,Венгрия
54,HUNGUEST HOTEL NAGYERDO 3 *Standard,ДебреценBUDAPESTБудапешт,1 030,Венгрия
55,MAJERIK HOTEL (HEVIZ) 3 *DBL Standard,ХевизBUDAPESTБудапешт,1 036,Венгрия
56,RUDOLF HOTEL 3 *DBL Standard,ХайдусобослоBUDAPESTБудапешт,1 036,Венгрия
57,1000 HOME APARTMENTS AptsAPT,ХевизBUDAPESTБудапешт,1 036,Венгрия
58,CENTRUM APARTMANHAZ AptsAPT,ХевизBUDAPESTБудапешт,1 042,Венгрия
59,KING'S HOTEL 3 *DBL,БудапештBUDAPESTБудапешт,1 045,Венгрия
60,ATRIUM FASHION HOTEL 4 *DBL Standard,БудапештBUDAPESTБудапешт,1 046,Венгрия
61,COSMO CITY HOTEL 3 *DBL Standard,БудапештBUDAPESTБудапешт,1 046,Венгрия
62,KING'S HOTEL 3 *DBL,БудапештBUDAPESTБудапешт,1 046,Венгрия
63,IBIS CENTRUM BUDAPEST 3 *DBL,БудапештBUDAPESTБудапешт,1 046,Венгрия
64,HOFORRAS HOTEL 3 *DBL Standard,ХайдусобослоBUDAPESTБудапешт,1 048,Венгрия
65,GOLDEN PARK HOTEL BUDAPEST 4 *TRPL,БудапештBUDAPESTБудапешт,1 048,Венгрия
66,MEDOSZ HOTEL 3 *DBL Comfort,БудапештBUDAPESTБудапешт,1 050,Венгрия
67,KING'S HOTEL 3 *DBL,БудапештBUDAPESTБудапешт,1 053,Венгрия
68,MERCURE BUDA HOTEL 4 *DBL Standard,БудапештBUDAPESTБудапешт,1 054,Венгрия
69,MAJERIK HOTEL (HEVIZ) 3 *DBL Standard,ХевизBUDAPESTБудапешт,1 054,Венгрия
70,GOLDEN PARK HOTEL BUDAPEST 4 *TRPL,БудапештBUDAPESTБудапешт,1 056,Венгрия
71,IBIS HEROES SQUARE BUDAPEST 3 *DBL,БудапештBUDAPESTБудапешт,1 056,Венгрия
72,IBIS CITY BUDAPEST 3 *DBL,БудапештBUDAPESTБудапешт,1 056,Венгрия
73,KING'S HOTEL 3 *DBL,БудапештBUDAPESTБудапешт,1 058,Венгрия
74,HUNGUEST HOTEL NAGYERDO 3 *Classic,ДебреценBUDAPESTБудапешт,1 058,Венгрия
75,SANTE HOTEL 3 *DBL,ХевизBUDAPESTБудапешт,1 059,Венгрия
76,RUDOLF HOTEL 3 *DBL Standard,ХайдусобослоBUDAPESTБудапешт,1 060,Венгрия
77,HUNGUEST HOTEL NAGYERDO 3 *Classic,ДебреценBUDAPESTБудапешт,1 061,Венгрия
78,CITY EXPRESS BUDAPEST ECONOMY 2 *DBL Standard,Экскурсионные туры -  БудапештEXCURSION TOURS BUDAPESTБудапешт,1 061,Венгрия
79,HUNGUEST HOTEL NAGYERDO 3 *Classic,ДебреценBUDAPESTБудапешт,1 061,Венгрия
80,IBIS HEROES SQUARE BUDAPEST 3 *DBL,БудапештBUDAPESTБудапешт,1 062,Венгрия
81,IBIS CITY BUDAPEST 3 *DBL,БудапештBUDAPESTБудапешт,1 062,Венгрия
82,IBIS STYLES BUDAPEST CENTER 3* SuperiorDBL,БудапештBUDAPESTБудапешт,1 064,Венгрия
83,RUDOLF HOTEL 3 *DBL Superior,ХайдусобослоBUDAPESTБудапешт,1 066,Венгрия
84,1000 HOME APARTMENTS AptsAPT,ХевизBUDAPESTБудапешт,1 066,Венгрия
85,CENTRUM APARTMANHAZ AptsAPT,ХевизBUDAPESTБудапешт,1 066,Венгрия
86,1000 HOME APARTMENTS AptsAPT,ХевизBUDAPESTБудапешт,1 068,Венгрия
87,1000 HOME APARTMENTS AptsAPT,ХевизBUDAPESTБудапешт,1 070,Венгрия
88,MERCURE BUDA HOTEL 4 *DBL Standard,БудапештBUDAPESTБудапешт,1 070,Венгрия
89,GOLDEN PARK HOTEL BUDAPEST 4 *TRPL,БудапештBUDAPESTБудапешт,1 073,Венгрия
90,BENCZUR HOTEL 3* SuperiorDBL Superior,БудапештBUDAPESTБудапешт,1 075,Венгрия
91,FAMILY CLUBHOTEL 4 *DBL Standard,ХайдусобослоBUDAPESTБудапешт,1 078,Венгрия
92,MERCURE BUDA HOTEL 4 *DBL Privilege,БудапештBUDAPESTБудапешт,1 078,Венгрия
93,GOLDEN PARK HOTEL BUDAPEST 4 *TRPL,БудапештBUDAPESTБудапешт,1 078,Венгрия
94,HUNGUEST HOTEL NAGYERDO 3 *Standard,ДебреценBUDAPESTБудапешт,1 080,Венгрия
95,GOLDEN PARK HOTEL BUDAPEST 4 *DBL,БудапештBUDAPESTБудапешт,1 082,Венгрия
96,TRIPLE M HOTEL 3 *DBL Standard,БудапештBUDAPESTБудапешт,1 082,Венгрия
97,KING'S HOTEL 3 *DBL,БудапештBUDAPESTБудапешт,1 082,Венгрия
98,GOLDEN PARK HOTEL BUDAPEST 4 *DBL,БудапештBUDAPESTБудапешт,1 084,Венгрия
99,GOLDEN PARK HOTEL BUDAPEST 4 *DBL,БудапештBUDAPESTБудапешт,1 086,Венгрия
0,DIONISOS APARTMENTS AptsStudio,Халкидики - КассандраTHESSALONIKIСалоники (регулярные рейсы),1 108,Греция
1,DIONISOS APARTMENTS AptsStudio,Халкидики - КассандраTHESSALONIKIСалоники (регулярные рейсы),1 112,Греция
2,DIONISOS APARTMENTS AptsStudio,Халкидики - КассандраTHESSALONIKIСалоники (регулярные рейсы),1 150,Греция
3,MARIRENA HOTEL 3 *Standard,Крит - ИраклионCRETE-HERAKLIONКрит - Ираклион (регулярные рейсы),1 172,Греция
4,DIONISOS APARTMENTS AptsStudio,Халкидики - КассандраTHESSALONIKIСалоники (регулярные рейсы),1 178,Греция
5,FILERIMOS VILLAGE 4 *Studio,Родос - Ялиссос/ИксияRHODES-IALYSOS/RODOSРодос (регулярные рейсы),1 186,Греция
6,FILERIMOS VILLAGE 4 *Family Room,Родос - Ялиссос/ИксияRHODES-IALYSOS/RODOSРодос (регулярные рейсы),1 189,Греция
7,DIONISOS APARTMENTS AptsApartments,Халкидики - КассандраTHESSALONIKIСалоники (регулярные рейсы),1 192,Греция
8,NICOLAS VILLAS 3 *Standard Land View,Крит - ИраклионCRETE-HERAKLIONКрит - Ираклион (регулярные рейсы),1 203,Греция
9,FILERIMOS VILLAGE 4 *Bungalow,Родос - Ялиссос/ИксияRHODES-IALYSOS/RODOSРодос (регулярные рейсы),1 204,Греция
10,DIONISOS APARTMENTS AptsApartments,Халкидики - КассандраTHESSALONIKIСалоники (регулярные рейсы),1 210,Греция
11,LITO HOTEL 3 *Standard,Родос - Ялиссос/ИксияRHODES-IALYSOS/RODOSРодос (регулярные рейсы),1 214,Греция
12,FILERIMOS VILLAGE 4 *Apartments 2-4 pax,Родос - Ялиссос/ИксияRHODES-IALYSOS/RODOSРодос (регулярные рейсы),1 216,Греция
